ID,Latitude,Longitude
FL2905908139420200810,29.055,-81.391
TX3568910170920200612,35.715,-101.707
TX3570310164720200711,35.72,-101.655
TX3574410106120200712,35.724,-101.079
TX3575510114120200712,35.793,-101.132
FL3090008662820200319,30.9,-86.624
NJ3965607489820200519,39.644,-74.903
KS3786109647720200108,37.873,-96.466
KS3799309624420200305,37.958,-96.213
OK3525609595520200222,35.271,-95.965
OK3632609837220200610,36.332,-98.363
TX2960109438820201117,29.617,-94.414
KS3702809890220200325,37.067,-98.864
KS3981209995720201107,39.842,-99.953
NE4182510069520200302,41.82,-100.678
SD4334810247820200914,43.377,-102.458
NE4280510153220200928,42.781,-101.499
SD4490910125720200823,44.898,-101.253
FL3047308678920200428,30.474,-86.784
FL3048308684120201118,30.486,-86.841
FL3049408683920200319,30.505,-86.838
FL3055808707520200504,30.547,-87.051
MS3041208915720200426,30.404,-89.15
MS3061008922520200506,30.614,-89.233
AL3042808816220200512,30.442,-88.18
MN4770309629020200521,47.716,-96.309
TX3447710074220200711,34.467,-100.738
TX3086010191020200831,30.837,-101.932
TX2712409737720200623,27.14,-97.38
SD4311610262120200616,43.126,-102.611
FL3022108487520200326,30.235,-84.847
SD4327410271120200806,43.301,-102.714
TX2932610087120200827,29.33,-100.869
NE4165010345220200827,41.648,-103.452
TX3022610256120200301,30.226,-102.608
KS3808709768420201114,38.076,-97.653
FL3015508446920200817,30.153,-84.471
LA2990109347420200718,29.893,-93.473
TX3166310307120200827,31.655,-103.091
KS3919209595820201118,39.209,-96.004
OK3698609831720200617,37.014,-98.331
TX2958009453820201210,29.572,-94.53
NJ3931607511120200409,39.32,-75.096
KY3774208242620110215,37.73,-82.419
TX3358410038420110215,32.588,-100.38
FL3041708390220110216,30.415,-83.901
MD3838507598720110216,38.392,-75.979
FL2965308201920110217,29.643,-82.003
TX3164510067020110217,31.64,-100.666
TX3362210277220110217,33.602,-102.791
TX3575310196320110217,35.786,-101.854
FL2946008171520110618,29.456,-81.718
LA2995709357820110618,29.97,-93.588
NM3461110428620110618,34.633,-104.191
NM3469410372520110618,34.736,-103.555
NM3581210583720110618,35.846,-105.8
TX2716609835320110618,27.186,-98.398
TX3073010232520110618,30.765,-102.356
TX3099509411720110618,31.025,-94.102
TX3158010100120110618,31.583,-100.999
TX3360010261420110618,33.575,-102.759
TX3107810148520110618,31.079,-101.486
CA3550411987920110619,35.458,-119.892
NM3193110835220110619,31.935,-108.326
TX3030509591620110619,30.3,-95.913
TX3037410253620110619,30.395,-102.54
TX3077109572420110619,30.847,-95.726
TX3301609909920110619,33.143,-99.057
TX3321810014620110619,33.251,-100.143
TX3361709806820110619,33.677,-98.066
TX3559310189120110619,35.662,-101.857
TX3306310011720110619,33.063,-100.117
NC3454407767320110619,34.521,-77.684
MS3034108946220110620,30.351,-89.504
TX3030610156820110620,30.323,-101.578
TX3170610062820110620,31.71,-100.63
TX3207810046020110620,32.172,-100.447
TX3220810145420110620,32.207,-101.43
TX3317609955320110620,33.173,-99.531
TX3072910200020110411,30.663,-101.977
TX3078610202920110411,30.807,-101.986
TX3179610058220110411,31.73,-100.468
TX3298710081820110411,32.927,-100.643
AR3607709335020110412,36.061,-93.345
FL2685408155520110412,26.862,-81.543
KS3841309652120110412,38.41,-96.525
AZ3446711047420110623,34.476,-110.458
OK3472309849320110623,34.706,-98.499
NV4022411747320110624,40.223,-117.496
TX3325210146620110624,33.273,-101.453
AL3026908763820110625,30.276,-87.631
NM3292610378420110625,32.945,-103.779
TX3301409940520110625,33.003,-99.404
AZ3307311037720110626,33.053,-110.331
NM3581210654120110626,35.87,-106.423
NM3410910475620110627,34.099,-104.741
NM3278110553420110628,32.779,-105.547
NM3317110540120110628,33.143,-105.393
NM3330110523720110628,33.279,-105.31
TX3414110264520110628,34.136,-102.649
CO3853710472820110629,38.554,-104.748
GA3086808245120110701,30.806,-82.323
NM3238510580520110701,32.38,-105.811
NM3566810363120110702,35.668,-103.626
NM3577210370320110702,35.764,-103.712
NV3975511921920110702,39.721,-119.21
CA3575211893120110621,35.756,-118.896
NM3464910402220110412,34.633,-104.024
OK3439409737720110412,34.405,-97.377
OK3468909870320110412,34.688,-98.719
OK3501809605220110412,35.039,-96.042
OK3645709664920110412,36.456,-96.651
KS3938409593320110413,39.395,-95.944
TX3632710027520110217,36.211,-100.361
FL2689308170620110218,26.896,-81.71
FL2699708117020110218,26.997,-81.173
AL3390408554520110219,33.899,-85.541
CO3781310378320110219,37.895,-103.735
MO3667809121320110219,36.698,-91.241
NC3440107772520110219,34.437,-77.727
VA3738208020020110219,37.383,-80.201
VA3800807784220110219,38.027,-77.905
VA3804207858320110219,38.015,-78.612
VA3852107903820110219,38.565,-79.07
VA3880807819420110219,38.812,-78.179
AL3396208567820110220,33.966,-85.666
AL3439508752220110220,34.403,-87.519
MO3705909137220110220,37.057,-91.378
MS3476308832320110220,34.77,-88.317
AL3429908719620110221,34.312,-87.18
FL2867608098920110221,28.684,-80.972
NC3487107877820110221,34.875,-78.766
AL3390908540120110222,33.909,-85.427
AL3403408569120110222,34.022,-85.681
TX3031110088720110413,30.351,-100.884
TX3289209866620110413,32.786,-98.496
AR3577409291720110414,35.778,-92.918
MO3665409281520110414,36.661,-92.811
TX3238310102720110414,32.225,-102.928
FL2845308084220110415,28.459,-80.849
OK3462309854520110415,34.602,-98.544
OK3492909814020110415,34.911,-98.113
TX3231909882620110415,32.298,-98.77
TX3392609869820110415,33.939,-98.757
NM3408810440520110416,34.105,-104.411
TX3053709429520110416,30.513,-94.312
TX3102809508720110416,31.003,-95.083
TX3242309896820110416,32.441,-98.971
TX3259909869220110416,32.63,-98.736
TX3316309838020110416,33.119,-98.448
TX3371409862220110416,33.732,-98.649
TX3307309832720110416,33.072,-98.324
TX3405810085120110416,34.058,-100.852
NM3433310361920110417,34.309,-103.433
VA3852107903820110222,38.518,-79.02
AZ3422510948120110223,34.27,-109.455
NM3202810492620110224,32.025,-104.899
TX3065909926520110224,30.565,-99.284
TX3575010240220110224,35.734,-102.422
TX3482110079620110224,34.82,-100.788
TX2732809807020110225,27.327,-98.076
FL2777708137620110226,27.774,-81.381
FL2855408085420110226,28.562,-80.867
NM3260710436220110227,32.616,-104.328
FL2709208059520110418,27.135,-80.608
TX3629310257020110419,36.266,-102.667
AZ3176511067520110420,31.767,-110.659
FL2633308119620110420,26.339,-81.215
NM3229310648820110421,32.327,-106.517
FL2694308032420110422,26.957,-80.325
NE4198910078120110422,41.977,-100.711
NM3223310475220110424,32.279,-104.664
FL2702308128720110425,27.026,-81.285
NM3292710357320110425,32.878,-103.429
TX3016310124720110425,30.217,-101.24
TX3290510106320110425,32.913,-101.041
TX3322510197720110425,33.217,-101.959
TX3325710242620110425,33.318,-102.546
FL2616808157120110426,26.189,-81.579
FL2917908259420110426,29.195,-82.606
FL2921408261520110426,29.232,-82.605
NM3208110317520110426,32.087,-103.138
TX3003910417220110426,30.03,-104.132
TX3038109995520110426,30.389,-99.903
TX3131010099820110426,31.294,-101.094
NM3307510377520110227,33.067,-103.512
NM3369010357020110227,33.694,-103.565
TX3105410125020110227,30.971,-101.187
TX3209710116720110227,32.28,-101.197
TX3213810016420110227,32.574,-101.022
TX3238510242020110227,32.386,-102.286
TX3358510237420110227,33.588,-102.525
TX3400510082720110227,33.973,-100.885
TX3462210140120110227,34.606,-101.39
TX3509110181320110227,35.057,-101.799
TX3538310160620110227,35.346,-101.695
TX3555810141820110227,35.639,-101.31
FL2874208096620110228,28.775,-80.928
FL2942908168920110228,29.419,-81.683
FL2968408132820110228,29.698,-81.309
GA3110908209420110228,31.121,-82.093
TX3319010126820110228,33.187,-101.267
TX3485810117020110228,34.858,-101.172
TX3486810143220110228,34.872,-101.43
OK3663709626720110301,36.615,-96.277
TX3022610377920110301,30.113,-103.637
TX3030510133420110301,30.306,-101.338
TX3111510127920110301,31.111,-101.283
TX3272809946720110301,32.73,-99.467
TX3296209991720110301,32.963,-99.92
TX3142410252920110426,31.625,-102.421
TX3232210090820110426,32.311,-100.833
TX3472710205220110426,34.717,-102.004
FL2687808155520110428,26.885,-81.557
NM3314410836920110428,33.179,-108.327
AZ3134111110120110429,31.335,-111.071
FL2871408098020110429,28.71,-80.984
NM3294410345020110429,32.956,-103.418
NM3318110375420110429,33.191,-103.757
TX3341909935720110429,33.386,-99.359
TX3376010256020110429,33.804,-102.479
TX3408709908920110429,34.073,-99.103
FL2850308070820110430,28.513,-80.703
FL2925408190620110430,29.257,-81.907
FL2937408153220110430,29.385,-81.54
GA3073008236920110430,30.692,-82.303
FL3034708433120110501,30.339,-84.333
AZ3177511075320110502,31.767,-110.771
FL2687308154420110502,26.867,-81.554
TX3198410370220110502,31.978,-103.705
KS3820209847420110503,38.214,-98.473
AL3225508573520110304,32.266,-85.729
TX3549710157120110304,35.462,-101.592
OK3567109627820110305,35.681,-96.273
OK3602509626520110306,36.021,-96.262
NM3272110829320110307,32.72,-108.271
TX3049210278920110307,30.515,-102.77
KS3825409797620110310,38.255,-97.977
KS3908009625920110310,39.079,-96.262
OK3588509721020110310,35.889,-97.209
OK3652109690520110310,36.524,-96.903
OK3679909822220110310,36.792,-98.221
OK3699909657820110310,36.994,-96.59
NC3559707580020110505,35.669,-75.825
TX3001509956620110310,30.017,-99.567
TX3163209894820110310,31.632,-98.947
AZ3135611113620110311,31.359,-111.124
OK3454909656820110311,34.527,-96.563
OK3465709551720110311,34.65,-95.503
OK3470809575320110311,34.703,-95.75
OK3528409607820110311,35.299,-96.108
OK3573509638820110311,35.719,-96.389
OK3578909620620110311,35.791,-96.206
OK3588209631420110311,35.876,-96.328
OK3657909606820110311,36.595,-96.058
TX3209209772120110311,32.135,-97.71
TX3310009824220110311,33.145,-98.243
MS3466608913820110312,34.665,-89.134
OK3450209537120110312,34.508,-95.388
OK3462409582020110312,34.605,-95.799
OK3466209572420110312,34.647,-95.696
OK3467909550820110312,34.686,-95.514
OK3569709516920110312,35.7,-95.163
OK3569909483420110312,36.028,-94.678
OK3602909467820110312,35.695,-94.829
GA3143908142820110313,31.439,-81.41
FL2741508075420110314,27.404,-80.734
IN3885808542320110314,38.862,-85.44
NM3283410474820110315,32.864,-104.718
KS3958310200020110316,39.624,-101.951
TX3084110088920110317,30.842,-100.887
TX3291609954320110317,32.917,-99.542
TX3299209949220110317,32.995,-99.496
TX3300809967520110317,33.013,-99.681
AR3573609261420110320,35.731,-92.61
AZ3137911075620110320,31.404,-110.736
CO3976210526320110320,39.755,-105.268
AR3597009275620110321,35.978,-92.754
MS3047108928020110321,30.466,-89.274
OK3504609613420110321,35.044,-96.146
CO3797710376220110322,37.988,-103.757
GA3444208436520110322,34.44,-84.37
MO3778809294120110322,37.793,-92.938
OK3460209569620110322,34.613,-95.716
TX3031810302720110322,30.32,-103.027
TX3219610245820110322,32.196,-102.462
AR3623709212520110323,36.244,-92.104
AR3649009242620110323,36.492,-92.672
MO3651209243720110323,36.506,-92.435
MO3656309178720110323,36.561,-91.771
MO3680009287920110323,36.802,-92.888
MO3709509098120110323,37.09,-90.969
NC3460407753620110323,34.577,-77.555
OK3469009518420110323,34.674,-95.201
OK3566109452520110323,35.672,-94.534
NE4198910022620110506,41.971,-100.22
NM3305810489320110506,33.004,-104.997
OK3578809623420110323,35.805,-96.216
OK3652309664120110323,36.486,-96.597
OK3654909629220110323,36.554,-96.288
SC3317807943320110323,33.177,-79.432
TX3005610426920110323,30.068,-104.299
CO3874510365520110324,38.708,-103.608
CO3940010473020110324,39.412,-104.722
GA3113108287620110324,31.113,-82.832
GA3142808246820110324,31.417,-82.513
GA3158508288520110324,31.581,-82.882
GA3172708175020110324,31.71,-81.72
NM3315310363820110324,33.232,-103.494
SC3305107964020110324,33.061,-79.643
SC3309408045620110324,33.099,-80.435
TX3033610021020110326,30.322,-100.229
FL2685608158920110330,26.85,-81.586
CO4053710538120110401,40.559,-105.313
NM3485810491220110401,34.853,-104.895
OK3650909610120110401,36.53,-96.097
NM3135610886320110507,31.352,-108.964
NM3499910519320110507,35.003,-105.134
TX3104410035320110401,31.05,-100.357
NM3444310680520110402,34.444,-106.797
OK3519009614920110402,35.117,-96.144
OK3609109621520110402,36.075,-96.237
OK3624809631420110402,36.257,-96.321
TX3428810020820110402,34.285,-100.196
AR3414609389520110403,34.163,-93.85
KS3733310116720110403,37.407,-101.059
MO3691809127620110403,36.937,-91.28
MO3765809115520110403,37.659,-91.144
MO3769509099720110403,37.701,-90.995
NM3261410729020110403,32.601,-107.328
NM3333310563620110403,33.366,-105.565
OK3479609550620110403,34.778,-95.523
OK3527609590120110403,35.293,-95.934
OK3646309668420110403,36.479,-96.688
TX3162209895720110403,31.632,-98.917
TX3178810230220110403,31.818,-102.297
TX3304910124120110403,33.067,-101.232
OK3526109608820110404,35.263,-96.093
MO3703509125420110405,37.044,-91.247
NE4191010026720110405,41.906,-100.214
TX2764309801220110101,27.615,-98.016
TX2672909780020110102,26.738,-97.802
MD3839507609820110104,38.397,-76.097
TX3023910292920110507,30.26,-102.816
TX3354510075720110507,33.53,-100.611
AZ3182010921120110508,31.907,-109.275
AZ3326811118920110508,33.271,-111.174
KS3707910189920110508,37.143,-101.804
NE4188410083120110508,41.902,-100.845
TX3032510377120110508,30.344,-103.745
TX3259510061420110508,32.625,-100.575
NM3287010548020110509,32.955,-105.405
NM3290010309120110509,32.922,-103.083
NM3294610352520110509,32.91,-103.685
TX3036010327120110509,30.44,-103.123
TX3216510143520110509,32.173,-101.412
AZ3135511067320110510,31.357,-110.656
NM3218910476820110510,32.211,-104.762
NM3340410345720110510,33.418,-103.461
FL2611508146420110512,26.093,-81.447
FL2706008126820110514,27.058,-81.268
FL2839508110620110514,28.381,-81.099
LA2983809357120110516,29.855,-93.607
MO3678809105620110517,36.798,-91.085
MO3685409116520110517,36.854,-91.179
MO3705609130520110517,37.056,-91.3
NM3442210356320110517,34.434,-103.528
TX3181510123720110517,31.817,-101.232
OK3452109595020110405,34.531,-95.921
KS3844309648220110406,38.463,-96.448
MO3650909258220110406,36.509,-92.581
OK3563109630220110406,35.638,-96.296
TX3188910171020110406,31.909,-101.728
TX3218510275020110406,32.203,-102.69
TX3328510032520110406,33.384,-100.172
CO3800010300020110407,38.065,-103.071
KS3842909658120110407,38.435,-96.578
TX3051210212320110407,30.508,-102.079
TX3154610065920110407,31.497,-100.66
TX3194110185320110407,31.954,-101.814
KS3847809657420110408,38.484,-96.578
TX3157610091820110408,31.578,-100.927
MO3716109092920110409,37.171,-90.927
NM3326510554820110112,33.251,-105.562
FL2752708125520110114,27.56,-81.235
FL2707908016820110518,27.075,-80.191
TX3188610372020110518,31.883,-103.728
TX3408909874920110518,34.087,-98.761
NM3369510333420110522,33.759,-103.305
AZ3133911054620110523,31.379,-110.489
TX3195910223720110524,31.975,-102.2
TX3205010237020110524,32.021,-102.885
TX3212310256320110524,32.164,-102.397
TX3330410126920110524,33.312,-101.238
TX3476010237020110524,34.787,-102.288
TX3495110185320110524,34.897,-101.767
GA3099108211120110525,31.061,-82.207
NM3322110372620110525,33.119,-103.722
NM3645510259320110525,36.363,-102.569
MS3068108899320110526,30.673,-88.989
NM3700010423620110526,37.035,-104.243
NM3351210349420110409,33.61,-103.441
NM3526810361420110409,35.25,-103.605
NM3651510314920110409,36.54,-103.203
TX3031210406220110409,30.623,-103.936
TX3186910218420110409,31.868,-102.164
TX3328610139320110409,33.4,-101.288
TX3563810192620110409,35.722,-101.846
KS3812909834420110410,38.127,-98.381
NM3444710387920110410,34.44,-103.835
FL2590308056720110119,25.909,-80.549
NM3300510380120110123,32.988,-103.82
FL3057408683120110124,30.568,-86.83
OK3470009555620110127,34.737,-95.534
CA3564111839020110527,35.65,-118.365
FL2833108109320110527,28.348,-81.095
NM3409310479420110527,34.107,-104.788
MS3072508938120110528,30.718,-89.387
TX3143710130220110528,31.444,-101.309
AZ3360210944920110529,33.799,-109.253
FL2763608102220110529,27.636,-81.023
TX3523410192220110529,35.238,-101.925
AZ3154111115820110530,31.464,-111.12
CO3721210402120110530,37.224,-104.026
FL2693608045920110530,26.924,-80.46
FL2833908089420110530,28.332,-80.903
FL2835908106420110530,28.363,-81.066
FL2954508136820110530,29.538,-81.405
TX3556910184520110530,35.592,-101.912
FL2540708107120110531,25.41,-81.068
NM3342610506820110601,33.444,-105.091
NM3370010486420110601,33.714,-104.864
TX3078410419920110601,30.78,-104.209
TX3082410410820110601,30.809,-104.134
NM3258910518820110602,32.54,-105.11
OK3470109565120110129,34.69,-95.638
TX3082810132220110129,30.836,-101.297
OK3573809509220110130,35.728,-95.091
FL2694808135020110202,26.949,-81.351
FL2594708128120110207,25.947,-81.287
TX3063310409320110602,30.67,-104.102
CO3770310335220110603,37.805,-103.382
FL2965008514520110603,29.649,-85.136
NM3257210553420110603,32.575,-105.54
OK3683309896720110603,36.884,-98.966
TX3197310148420110603,31.961,-101.448
TX3265409930320110603,32.674,-99.32
AL3339808709920110604,33.409,-87.111
MS3108608911920110604,31.101,-89.127
AL3053908745520110605,30.541,-87.468
CO3756710383820110605,37.566,-103.89
FL2580408046920110605,25.871,-80.559
NM3219910458420110605,32.214,-104.597
NM3609510506220110605,36.103,-105.039
FL3040908248020110606,30.411,-82.46
GA3086808215920110606,30.856,-82.18
CO3747210346920110607,37.49,-103.36
CO3759610365120110607,37.582,-103.655
FL2692808045720110607,26.953,-80.431
MI4471508481120110607,44.703,-84.811
TX2710109802320110607,27.1,-98.026
CA4165512145820110608,41.643,-121.436
FL2981408212220110608,29.813,-82.096
TX3035609439420110608,30.38,-94.397
TX3189110073520110608,31.992,-100.769
TX3418910021220110608,34.18,-100.219
FL2989308516120110609,29.887,-85.175
NM3271410338420110609,32.747,-103.493
TX3135910243420110609,31.36,-102.436
TX3110410308820110211,31.082,-103.093
NC3539408225920110212,35.398,-82.243
TX3032709917520110212,30.341,-99.163
TX3034810001420110213,30.351,-100.009
AZ3134011074320110214,31.34,-110.739
GA3497408547220110214,34.967,-85.473
MD3836707595520110214,38.376,-75.935
MD3840507599120110214,38.409,-75.993
NC3654908086820110214,36.543,-80.856
VA3753208010820110214,37.53,-80.123
NM3242810655220110610,32.425,-106.542
TX3237910045820110610,32.389,-100.469
UT3718111375620110610,37.185,-113.749
MS3042608873120110611,30.422,-88.729
TX3409910050020110611,34.12,-100.481
AZ3155211041720110612,31.4,-110.242
CO3823310568320110612,38.255,-105.66
FL2980108512120110612,29.802,-85.127
LA3037309350820110612,30.389,-93.51
NM3692010445620110612,36.977,-104.411
TX2686809829320110612,26.78,-98.33
FL2620308116120110613,26.208,-81.153
FL2624308122420110613,26.23,-81.201
FL2884308102420110613,28.839,-81.016
MS3107908910820110613,31.074,-89.121
NM3165910870720110613,31.687,-108.7
NM3217510449020110613,32.221,-104.402
TX3279409825320110613,32.871,-98.24
TX3526710133020110613,35.268,-101.321
GA3110508167620110614,31.09,-81.674
GA3138108190320110614,31.374,-81.872
GA3098208214620110615,31.033,-82.173
GA3119808251620110615,31.194,-82.527
TX2734809861620110615,27.321,-98.596
FL3052608258420110616,30.522,-82.566
UT3707811375020110616,37.075,-113.753
AZ3149911031720110617,31.508,-110.308
TX3101309494320110617,31.073,-94.953
NM3235010584620110411,32.389,-105.846
TX3038910358620110411,30.436,-103.543
TX3043410136320110411,30.413,-101.408
TX3067110210520110411,30.687,-102.124
FL2774808211820160425,27.753,-82.128
OK3539009613920170303,35.403,-96.141
OK3632809629620170303,36.331,-96.31
SD4397510219220170304,43.998,-102.169
CO4088310505720170304,40.896,-105.022
SD4346410211220170304,43.474,-102.109
OK3508109471720170304,35.079,-94.724
KS3810109785120170304,38.109,-97.848
OK3575809513520170304,35.735,-95.172
FL2576608041720170305,25.787,-80.434
FL2613408158120170305,26.133,-81.637
OK3453009596020170305,34.533,-95.952
NM3386810321220160302,33.724,-103.125
NM3139210897720160302,31.368,-108.964
NM3160310865720160303,31.584,-108.658
KS3735209656120160304,37.484,-96.517
OK3535309611020160306,35.35,-96.083
OK3525409610020160306,35.258,-96.099
OK3663009600820160306,36.669,-96.025
FL2932008177220160505,29.318,-81.767
FL2594608131020160506,25.944,-81.296
AZ3147211145020160506,31.486,-111.42
NM3324610842720160506,33.237,-108.471
MN4751509209720160506,47.498,-92.044
TX3197910490320160507,31.961,-104.866
AZ3367210971820160509,33.659,-109.707
AZ3138210942420160510,31.381,-109.433
AZ3494711153620160515,34.961,-111.573
WY4389410898120160809,43.902,-108.963
CA3608912052220160809,36.144,-120.523
UT3834011246920160809,38.332,-112.463
ID4271011273420160810,42.695,-112.694
WY4487710971720160810,44.867,-109.7
MT4532310791820160812,45.355,-107.907
WY4496811035620160813,44.981,-110.291
CA3890012260520160813,38.915,-122.587
CA3567012100420160813,35.738,-121.075
OK3441009716020160815,34.412,-97.167
ID4608011462420160815,46.077,-114.611
ID4622511470020160815,46.239,-114.66
WY4104210676220160815,41.039,-106.756
CA3574511858420160816,35.791,-118.571
CA3425911746120160816,34.324,-117.506
AZ3336311034920160816,33.388,-110.347
ID4321211355820160817,43.179,-113.639
NV4081811804420160817,40.795,-118.063
NV4069311789920160817,40.652,-117.952
NV4111311775520160817,41.104,-117.767
OR4272312062320160817,42.699,-120.598
KS3819709991720170306,38.143,-99.853
TX3608710053120170306,35.99,-100.36
CO4078010283820170306,40.746,-102.718
TX3531910183120170306,35.357,-101.722
OK3509509615920170306,35.117,-96.161
KS3711610091820170306,37.149,-100.896
KS3775609996820170306,37.712,-99.998
FL2745608113620170306,27.459,-81.144
FL2633308076420170306,26.311,-80.746
OK3572509481720170306,35.735,-94.81
OK3673310054420170307,36.73,-100.538
OK3671009983720170307,36.689,-99.755
TX3531810053920170307,35.365,-100.524
OK3664109946920170307,36.589,-99.34
KS3811709787720170307,38.182,-97.919
OK3677410017520170307,37.081,-99.893
AZ3156610936220160307,31.56,-109.352
NC3554508172320160308,35.545,-81.725
AZ3135011111020160516,31.346,-111.12
AZ3504611168420160517,35.036,-111.664
CA3577412082220160518,35.744,-120.802
MN4789509208320160519,47.916,-92.073
AZ3448811140320160519,34.484,-111.405
AZ3363710961320160521,33.641,-109.624
AZ3392311092420160520,33.864,-110.926
NM3378810742520160521,33.862,-107.439
CA3641412125020160522,36.387,-121.217
NM3387010879220160522,33.858,-108.774
ID4544811630920160818,45.438,-116.293
CA3454611980520160818,34.586,-119.725
NV4092811684620160819,40.906,-116.859
NV4066911785220160820,40.682,-117.867
UT3868411185220160820,38.671,-111.857
OR4355611730720160821,43.565,-117.23
ID4337411194720160821,43.447,-111.765
WA4778911818220160821,47.822,-118.125
UT4199411157320160821,42,-111.55
WA4627812035720160822,46.275,-120.291
WA4664311855720160822,46.645,-118.633
WA4785811804620160822,47.847,-118.038
WA4747411734720160822,47.492,-117.289
ID4216111202220160823,42.159,-112.01
MT4855010478320160823,48.533,-104.801
ID4355611124820160823,43.551,-111.226
ID4238611328520160824,42.364,-113.261
MS3059108888320170309,30.587,-88.88
OK3665509613920170310,36.642,-96.157
FL2774108083520170310,27.738,-80.835
FL2810008117320170311,28.093,-81.185
AZ3164311045420170311,31.642,-110.445
FL2856608096020170315,28.582,-80.93
OK3482109515620170316,34.821,-95.134
NC3581208190120170316,35.837,-81.883
OK3518309615720170316,35.189,-96.157
MS3059008898420170317,30.604,-88.994
FL2956008152920170318,29.562,-81.515
NC3501007951520160310,35.011,-79.513
OK3628209622020160314,36.299,-96.215
OK3655109629520160316,36.557,-96.298
VA3792507913320160317,37.93,-79.128
CO3739510399220160317,37.383,-103.973
AZ3151411033620160525,31.529,-110.338
WA4706811998320160529,47.045,-119.99
AZ3555211193620160529,35.553,-111.967
AZ3474411139720160529,34.705,-111.326
FL2969308346220160529,29.711,-83.45
FL2831808094220160530,28.316,-80.944
AZ3143111121820160601,31.425,-111.204
CA3584111804120160601,35.855,-118.025
CA3601612132120160602,35.989,-121.293
CA3611312128920160604,36.125,-121.284
OR4278111760620160606,42.746,-117.506
WY4457911058620160826,44.595,-110.574
CA4185312311520160828,41.856,-123.036
MT4738511460920160827,47.382,-114.61
AZ3446411120620160829,34.489,-111.195
WY4465210575220160830,44.649,-105.755
CA3398311695420160830,33.986,-116.933
MT4827110869220160901,48.268,-108.676
ID4327511378720160901,43.289,-113.776
NV4095411619220160901,40.962,-116.13
UT4001811260720160902,40.042,-112.607
ID4217711361520160902,42.186,-113.637
MT4530610637920160902,45.301,-106.369
AZ3442811083120160904,34.425,-110.827
UT3941811130620160908,39.425,-111.28
WA4691112095020160910,46.921,-120.935
WY4104010709720160910,41.049,-107.061
WA4800911894620160911,47.978,-118.942
WA4577312031420160911,45.752,-120.341
KS3828209630920160317,38.164,-96.391
OK3667709627720160317,36.675,-96.259
NC3476407698620160318,34.755,-76.993
OK3682909600120160319,36.828,-96.039
OK3642109651220160319,36.435,-96.511
OK3636609624720160319,36.354,-96.235
TX3470710022220160319,34.672,-100.235
CA3504011960120160605,35.026,-119.58
ID4347011674420160606,43.458,-116.732
AZ3161611056520160606,31.633,-110.548
UT4042511308720160606,40.41,-113.074
NM3314910832620160606,33.146,-108.335
CA4162312355820160607,41.614,-123.549
OR4448812148120160607,44.498,-121.45
WA4807711941620160608,48.086,-119.431
OR4536912057620160608,45.36,-120.571
AZ3421111274520160608,34.232,-112.708
UT3978611235820160609,39.81,-112.332
UT3736211355320160613,37.363,-113.537
AZ3636611198720160613,36.387,-111.976
CO3856310850620160614,38.555,-108.508
CA4036812080220160911,40.378,-120.749
TX3168409971720160912,31.684,-99.718
AZ3430011091020160912,34.281,-110.89
AZ3423911030720160915,34.253,-110.337
UT4014211135020160916,40.129,-111.354
UT4005111133620160916,40.043,-111.341
CA4128112031520160917,41.29,-120.269
CA3778011892120160917,37.765,-118.911
UT4087711283820160918,40.887,-112.813
CA3472012055020160918,34.597,-120.584
TX3101210069420160919,31.006,-100.718
GA3414308541920160922,34.133,-85.418
CA3880512281020160925,38.814,-122.841
AL3369308590820160925,33.699,-85.907
CA3780912030120160926,37.778,-120.282
CA3710912184820160926,37.116,-121.818
FL2856508090820160927,28.547,-80.906
AL3339608584320160320,33.391,-85.843
AZ3140510908020160321,31.408,-109.058
SC3214308106620160322,32.16,-81.088
TX3556210100820160323,35.615,-101.117
KS3805809770220160323,38.087,-97.668
NM3481110637520160614,34.851,-106.3
CO3746610353820160616,37.463,-103.553
CA3453012005420160615,34.497,-120.033
AZ3405511018420160615,34.016,-110.15
AZ3422210948620160616,34.248,-109.454
WY4498510595620160618,44.981,-105.946
AZ3177311155720160618,31.762,-111.567
MT4524810662420160618,45.254,-106.614
CA3260811664120160619,32.611,-116.572
CO4095810663420160619,40.957,-106.505
WA4643912013220160620,46.447,-120.128
CA3414411793320160620,34.181,-117.939
CA3416811790020160620,34.197,-117.876
WY4426110450120160621,44.251,-104.516
CO3765110836820160621,37.649,-108.366
AZ3316410915820160621,33.156,-109.153
AZ3334310908920160621,33.351,-109.079
OR4407812030820160929,44.078,-120.288
ID4273611666120160929,42.745,-116.688
CO3807010495520161003,38.07,-104.928
CA3608411857220161004,36.082,-118.556
GA3473708554120161004,34.74,-85.56
ID4431311660320161007,44.333,-116.596
CA3692911924620161011,36.927,-119.264
AL3326608609720161012,33.259,-86.095
NV3925811988320161014,39.266,-119.839
SD4389710202220161016,43.905,-101.862
UT3756411308620161016,37.586,-113.083
AZ3168711164120161016,31.697,-111.64
GA3489708456420161016,34.912,-84.594
CO3816110519920161017,38.14,-105.136
TX3548210189020170419,35.501,-101.872
TX3522810034420160323,35.244,-100.355
OK3692409905720160323,37.107,-98.835
NC3574208198920160323,35.753,-81.986
OK3650509691920160324,36.52,-96.906
OK3664909672920160325,36.642,-96.745
FL3020808495520160622,30.199,-84.957
CA3561311846620160623,35.569,-118.334
UT4161611320320160624,41.577,-113.163
